key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,key_resp_2.rt,break_done_keyboard.rt,break_done_touch.clicked_name,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6199,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,162,162,141,1,PLEET,C,old,z,./images/PLEET.png,0.6199,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.5794,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,163,163,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,0.5794,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8191,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,164,164,33,1,SAUNA,HB,old,m,./images/SAUNAHB.png,1.8191,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1142,1,,,,,,,,,,,,,,m,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,165,165,11,1,MEDAL,C,old,m,./images/MEDAL.png,1.1142,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.8367,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,166,166,106,1,CLUMS,HB,old,z,./images/CLUMSHB.png,2.8367,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8539,1,,,,,,,,,,,,,,z,1,,,,,,,,1.023479189,-0.401814301,0,0,0,,0,167,167,108,1,GRUET,C,old,z,./images/GRUET.png,0.8539,,,,,,,,,,,,,,,,,,,,,,,
space,1.023479189,-0.401814301,0,0,0,,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0625,0,0,0,0,1,,,,,,,,,,,,,,,
space,1.023479189,-0.401814301,0,0,0,,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6112,1,0,1,0,1,,,,,,,,,,,,,,,
space,1.023479189,-0.401814301,0,0,0,,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312,2,0,2,0,1,,,,,,,,,,,,,,,
space,1.023479189,-0.401814301,0,0,0,,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2905,3,0,3,0,1,,,,,,,,,,,,,,,
space,1.023479189,-0.401814301,0,0,0,,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2934,4,0,4,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.0002,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BEARD,C,z,y,./images/BEARD.png,,,,,,,,,,z,1,2.0002,,,,,,,,0,0,0,86,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,4.2605,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BANANA,LB,m,y,./images/BANANALB.png,,,,,,,,,,m,1,4.2605,,,,,,,,0,1,1,70,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8586,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SHIELD,HB,m,y,./images/SHIELDHB.png,,,,,,,,,,m,1,0.8586,,,,,,,,0,2,2,48,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.2902,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BLOKE,HB,m,y,./images/BLOKEHB.png,,,,,,,,,,m,1,1.2902,,,,,,,,0,3,3,12,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9268,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PAINT,LB,z,y,./images/PAINTLB.png,,,,,,,,,,m,0,0.9268,,,,,,,,0,4,4,91,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.8837,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BELLY,LB,z,y,./images/BELLYLB.png,,,,,,,,,,m,0,1.8837,,,,,,,,0,5,5,94,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8003,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PASTA,C,z,y,./images/PASTA.png,,,,,,,,,,z,1,0.8003,,,,,,,,0,6,6,89,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6502,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CHAIN,HB,m,y,./images/CHAINHB.png,,,,,,,,,,z,0,0.6502,,,,,,,,0,7,7,42,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4711,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,STATUE,HB,m,y,./images/STATUEHB.png,,,,,,,,,,m,1,1.4711,,,,,,,,0,8,8,66,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.3931,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PENCE,LB,z,y,./images/PENCELB.png,,,,,,,,,,z,1,0.3931,,,,,,,,0,9,9,100,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0432,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SPINE,C,m,y,./images/SPINE.png,,,,,,,,,,m,1,0.0432,,,,,,,,0,10,10,65,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0007,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BASKET,C,m,y,./images/BASKET.png,,,,,,,,,,m,1,0.0007,,,,,,,,0,11,11,44,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0026,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,FENCE,C,m,y,./images/FENCE.png,,,,,,,,,,m,1,0.0026,,,,,,,,0,12,12,14,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0875,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,RULER,LB,m,y,./images/RULERLB.png,,,,,,,,,,m,1,0.0875,,,,,,,,0,13,13,79,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.053,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,KIDNEY,HB,z,y,./images/KIDNEYHB.png,,,,,,,,,,m,0,0.053,,,,,,,,0,14,14,105,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0203,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MONKEY,HB,m,y,./images/MONKEYHB.png,,,,,,,,,,m,1,0.0203,,,,,,,,0,15,15,45,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.013,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SWEAT,HB,z,y,./images/SWEATHB.png,,,,,,,,,,z,1,0.013,,,,,,,,0,16,16,150,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0278,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,WHEEL,C,m,y,./images/WHEEL.png,,,,,,,,,,m,1,0.0278,,,,,,,,0,17,17,77,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.118,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,URINE,LB,z,y,./images/URINELB.png,,,,,,,,,,m,0,0.118,,,,,,,,0,18,18,154,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0802,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,GRAPE,LB,m,y,./images/GRAPELB.png,,,,,,,,,,m,1,0.0802,,,,,,,,0,19,19,16,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0935,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,THROAT,HB,z,y,./images/THROATHB.png,,,,,,,,,,m,0,0.0935,,,,,,,,0,20,20,120,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.045,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,JUNGLE,C,z,y,./images/JUNGLE.png,,,,,,,,,,m,0,0.045,,,,,,,,0,21,21,167,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1064,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SUNSET,LB,z,y,./images/SUNSETLB.png,,,,,,,,,,m,0,0.1064,,,,,,,,0,22,22,166,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1082,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BROOM,HB,m,y,./images/BROOMHB.png,,,,,,,,,,m,1,0.1082,,,,,,,,0,23,23,78,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0397,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MIDGET,LB,m,y,./images/MIDGETLB.png,,,,,,,,,,z,0,0.0397,,,,,,,,0,24,24,76,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7157,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CANDY,HB,m,y,./images/CANDYHB.png,,,,,,,,,,m,1,0.7157,,,,,,,,0,25,25,39,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.278,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,TWINS,HB,z,y,./images/TWINSHB.png,,,,,,,,,,z,1,1.278,,,,,,,,0,26,26,144,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0801,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SHELF,HB,z,y,./images/SHELFHB.png,,,,,,,,,,m,0,1.0801,,,,,,,,0,27,27,123,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.4048,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,DESERT,LB,m,y,./images/DESERTLB.png,,,,,,,,,,m,1,0.4048,,,,,,,,0,28,28,52,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6816,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SAUNA,HB,m,y,./images/SAUNAHB.png,,,,,,,,,,m,1,0.6816,,,,,,,,0,29,29,33,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1987,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SWING,LB,z,y,./images/SWINGLB.png,,,,,,,,,,m,0,1.1987,,,,,,,,0,30,30,124,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9606,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SNAKE,LB,m,y,./images/SNAKELB.png,,,,,,,,,,m,1,0.9606,,,,,,,,0,31,31,40,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.1657,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,STREAM,C,m,y,./images/STREAM.png,,,,,,,,,,m,1,2.1657,,,,,,,,0,32,32,41,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6178,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BERRY,C,z,y,./images/BERRY.png,,,,,,,,,,z,1,0.6178,,,,,,,,0,33,33,131,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8014,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MOSQUE,LB,z,y,./images/MOSQUELB.png,,,,,,,,,,z,1,0.8014,,,,,,,,0,34,34,127,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7501,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BUBBLE,C,m,y,./images/BUBBLE.png,,,,,,,,,,z,0,0.7501,,,,,,,,0,35,35,71,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9124,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,STOOL,LB,m,y,./images/STOOLLB.png,,,,,,,,,,m,1,0.9124,,,,,,,,0,36,36,43,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8024,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,TOMATO,HB,z,y,./images/TOMATOHB.png,,,,,,,,,,z,1,0.8024,,,,,,,,0,37,37,84,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1354,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BONNET,C,z,y,./images/BONNET.png,,,,,,,,,,z,1,1.1354,,,,,,,,0,38,38,95,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8067,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,LAGOON,C,m,y,./images/LAGOON.png,,,,,,,,,,m,1,0.8067,,,,,,,,0,39,39,47,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3635,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,STORM,HB,z,y,./images/STORMHB.png,,,,,,,,,,m,0,1.3635,,,,,,,,0,40,40,114,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7041,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,space,,,,,,PEACH,C,z,y,./images/PEACH.png,,1.3203,,,,,,,,z,1,0.7041,,,,,,,,0,41,41,119,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0002,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,FLASK,HB,m,y,./images/FLASKHB.png,,,,,,,,,,z,0,0.0002,,,,,,,,0,42,42,72,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0307,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,DOUGH,LB,z,y,./images/DOUGHLB.png,,,,,,,,,,z,1,0.0307,,,,,,,,0,43,43,103,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0812,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SAILOR,LB,z,y,./images/SAILORLB.png,,,,,,,,,,m,0,0.0812,,,,,,,,0,44,44,151,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0222,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BURIAL,C,z,y,./images/BURIAL.png,,,,,,,,,,z,1,0.0222,,,,,,,,0,45,45,143,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.014,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MOTOR,LB,z,y,./images/MOTORLB.png,,,,,,,,,,z,1,0.014,,,,,,,,0,46,46,97,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0056,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,QUILL,LB,z,y,./images/QUILLLB.png,,,,,,,,,,z,1,0.0056,,,,,,,,0,47,47,115,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0745,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,TRIPOD,HB,z,y,./images/TRIPODHB.png,,,,,,,,,,m,0,0.0745,,,,,,,,0,48,48,138,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0532,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,JUMPER,C,m,y,./images/JUMPER.png,,,,,,,,,,m,1,0.0532,,,,,,,,0,49,49,74,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0931,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BRIDE,LB,m,y,./images/BRIDELB.png,,,,,,,,,,m,1,0.0931,,,,,,,,0,50,50,64,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0603,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MEDAL,C,m,y,./images/MEDAL.png,,,,,,,,,,m,1,0.0603,,,,,,,,0,51,51,11,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.036,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CEMENT,C,z,y,./images/CEMENT.png,,,,,,,,,,z,1,0.036,,,,,,,,0,52,52,158,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SKIING,C,z,y,./images/SKIING.png,,,,,,,,,,m,0,0.0065,,,,,,,,0,53,53,101,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0352,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CHALK,LB,m,y,./images/CHALKLB.png,,,,,,,,,,z,0,0.0352,,,,,,,,0,54,54,25,1
